Value1;Labels
20.649655453580497;0
26.32947439953606;0
32.28364783540673;0
38.58818233838523;0
40.22586522906738;0
41.45797844795574;0
41.80344231102617;0
41.597424537747976;0
41.0553645136286;0
39.943762907655525;0
37.8437190610057;0
35.819698836639446;0
33.52557794814957;0
31.334248872746652;0
29.14835529733505;0
27.446758618034107;0
26.255356045743248;0
25.711460715512484;0
25.38153473038153;0
25.648361691598126;0
26.765738761379637;0
28.496251111013137;0
30.29540728270471;0
32.47356259634907;0
34.73179203862783;0
37.11755744413536;0
39.44699124754621;0
41.17914954147195;0
42.49390957339074;0
43.615983319123885;0
43.890348403073425;0
43.772493440240034;0
43.06054846678887;0
41.36186675839468;0
39.99432063970377;0
38.08922842210835;0
35.954416190866375;0
33.80545484893528;0
31.67565047366328;0
29.913828705377668;0
28.74968770348561;0
27.739853998527924;0
27.645767177396568;0
27.794381387925974;0
28.77082151112479;0
30.080388244547173;0
31.955267419919238;0
34.19862492414865;0
36.41905527380828;0
38.527512916776466;0
40.86669506766422;0
42.4838089247573;0
44.23380975624875;0
44.87582591262328;0
45.13000879406359;0
44.63422810063985;0
43.789563364553764;0
42.10115580533467;0
40.3305901061065;0
38.272525531929176;0
36.31482442576768;0
34.14341619986741;0
32.29673483541523;0
30.34282946065762;0
29.1325162883703;0
28.4242411150423;0
27.961329665014194;0
28.38870808225645;0
29.26990907324065;0
30.670913826531113;0
32.3422694458289;0
34.49159143102182;0
36.763046379155014;0
38.967141588589186;0
40.994021134850485;0
42.74546798921439;0
44.10659178874523;0
45.037344754611254;0
45.2420425584622;0
44.89914114574443;0
44.291178421655076;0
42.68444413465067;0
41.032297176370506;0
38.86626825680915;0
36.655808791083146;0
34.27586867636029;0
32.26589883091563;0
30.301665291454725;0
28.771814836345296;0
27.71563489350548;0
27.317606838131482;0
27.793795974556915;0
28.795328725215008;0
29.941695267834238;0
31.667087820174107;0
33.98277010182889;0
36.26070787301888;0
38.70248587210928;0
40.82263729972747;0
42.505091093198665;0
43.772336883483185;0
44.35681511659076;0
44.51979057973287;0
44.1919638675934;0
43.209666137735326;0
41.460095979242396;0
39.89928896649245;0
37.7284599577637;0
35.561901127884404;0
33.538519988983516;0
31.33938915942479;0
29.539488549965238;0
28.273807260983016;0
27.286164826724967;0
27.161922911606858;0
27.446315448841503;0
28.09942717716045;0
29.302606741917636;0
30.80014588649602;0
32.87976452026377;0
35.16910777120126;0
37.335945114577086;0
39.35698427530373;0
41.04457235419726;0
42.31915818572517;0
43.32499640409362;0
43.529738516521135;0
42.91641638920906;0
41.82151551710605;0
40.377283380788214;0
38.42687765231028;0
36.44262719765554;0
33.87900529535424;0
31.424037347936782;0
29.292764988683903;0
27.40447951925581;0
25.874332791666212;0
24.792142253868782;0
24.441238790844157;0
24.651122172681724;0
25.43951596842541;0
26.57336044115363;0
28.40449738366026;0
30.46497359062291;0
32.69873303069516;0
34.864602115126544;0
36.99479456998382;0
38.77602075850266;0
39.877173672821115;0
40.47391441451717;0
40.81053090225742;0
40.385859247502665;0
39.27982015209167;0
37.70180405570147;0
35.84607773228097;0
34.001625560939104;0
31.804335062625736;0
29.3887361579451;0
27.264174041612783;0
25.619991147582866;0
24.335392608471288;0
23.387907538668614;0
23.066697981525262;0
23.248356375015906;0
23.981784985927874;0
25.506064523995445;0
26.81122359915869;0
28.8078420709632;0
31.073892291925965;0
33.07813814028738;0
35.08454824497976;0
37.04565569433996;0
38.07276613731661;0
39.11558798333395;0
39.38769998314636;0
38.83640074070043;0
38.116741499079154;0
36.66339074848454;0
34.599877350067096;0
32.63502285860982;0
30.266553431688067;0
27.73107191720627;0
25.536233954922025;0
23.499775319751915;0
21.860427969867324;0
20.915233309323632;0
20.505850152633727;0
20.76355574435211;0
21.63326499014572;0
23.019978828323975;0
24.648573775801104;0
26.880523412392563;0
29.062897856208792;0
31.218665325658733;0
33.20985418149582;0
34.82945097220818;0
36.19294555817021;0
37.043163223241216;0
37.599243622153004;0
37.3008670809537;0
36.36860962249224;0
35.13740721702182;0
33.40880113633429;0
31.349400126934878;0
29.314065806154098;0
26.91565200511629;0
24.67250153432087;0
23.04008303743139;0
21.646025245287166;0
20.71105926712412;0
20.45806806844459;0
20.658161252039847;0
21.528922009153163;0
23.006472997901515;0
24.66868930053618;0
26.626631588032865;0
28.940956922695985;0
30.96876084900839;0
33.26171807555313;0
34.948797710360395;0
36.310254305980614;0
37.180187347005926;0
37.60266295984559;0
37.40069581957465;0
36.629776834438445;0
35.00760823960949;0
33.436935080139;0
31.580516118954204;0
29.24895075600998;0
27.040309904417438;0
24.975795352349405;0
23.407394451695705;0
22.104496200174463;0
21.11681222556006;0
20.86957098269711;0
21.376891393549027;0
22.330433016064408;0
23.71957498435435;0
25.382680880872783;0
27.404776032240463;0
29.398951269852034;0
31.467190824903597;0
33.59029453199572;0
35.100482076794776;0
36.63356393825692;0
37.592444846224005;0
38.234476032748674;0
38.1163888128218;0
37.344756816942215;0
35.8034966577002;0
34.42242707966339;0
32.34609504324936;0
30.17960387701614;0
27.78872042741424;0
25.853854008718812;0
24.119534357736274;0
23.00208610979846;0
21.795807137809415;0
21.51083205883363;0
21.836165296373576;0
22.884237448278142;0
24.48533864111348;0
26.44177084014453;0
28.33080925631058;0
31.06183357954235;0
33.16498036642407;0
35.19878119787721;0
37.035148939622616;0
38.623234457365186;0
39.563142834366374;0
40.14429868469095;0
39.82396911920977;0
39.291675577552525;0
38.15949296346022;0
36.19225844317454;0
33.825707687969846;0
31.357807087150064;0
29.25240274903831;0
27.397848477859238;0
25.508712256996645;0
24.215112258640424;0
23.55641816462266;0
23.272763607232765;0
23.931636073297266;0
24.85223543167039;0
26.117538801556275;0
28.16743638843243;0
30.443792579762466;0
33.14178093472111;0
35.61359832041145;0
37.80758584258694;0
39.71260638289731;0
41.03788591234906;0
42.03885304170148;0
42.358587931400905;0
41.909059254920955;0
40.95257883744965;0
39.66282454825389;0
38.02863114985641;0
36.24314710594383;0
33.91154431770526;0
31.650316173708866;0
29.524024368023227;0
27.986779313971653;0
26.600440841289014;0
25.674631109537074;0
25.29351086978649;0
25.861844657164824;0
27.154643584856508;0
28.87067916008471;0
30.655663077352585;0
32.83976953576027;0
35.24495376731325;0
37.82043842962867;0
39.959672478930834;0
41.38016552485973;0
42.727708327240705;0
43.79616427455237;0
44.270576280015845;0
44.096886456696424;0
43.32904820511684;0
41.964848271406034;0
40.37772397802481;0
38.30872354322815;0
36.262822467631736;0
33.88283983043736;0
31.902056534598028;0
30.04267118708281;0
28.81056769858377;0
27.994983052611367;0
27.61285016250428;0
27.6643352937202;0
28.751338160514436;0
30.160724429829433;0
32.09349086639452;0
34.13874540935365;0
36.367255189585954;0
38.86107563729308;0
41.26227213512778;0
43.07117714888971;0
44.486252387160235;0
45.43894886207498;0
45.91164037189417;0
45.83442365938522;0
44.75214701130797;0
43.46178104759852;0
41.55816204718817;0
39.24676249198078;0
36.748179011279056;0
34.371553653027995;0
32.08996671536539;0
30.26817487513673;0
28.648735798528623;0
27.81319743715422;0
27.696835821403774;0
28.1021257171839;0
28.72095893626083;0
30.087099274621494;0
32.201463856101746;0
34.329883684110676;0
36.49142482881417;0
38.73662323131374;0
40.76579260119601;0
